state,spo2_mean,spo2_std,spo2_min,spo2_max,spo2_p10,spo2_p90,hr_mean,hr_std,hr_min,hr_max,hr_p10,hr_p90,mov_mean,mov_std,mov_max,n_edos_total,n_alpha,n_beta,n_gamma,n_delta,ird_mean_local,frac_wake,frac_light_sleep,frac_deep_sleep
S0,94.42929161634838,0.6477043503520816,93.1859797052927,95.44284621902577,93.69967966602604,95.10359084051501,57.69042799351706,1.0862514406493347,56.042428751524184,59.486390972781926,56.40178353690043,59.043111786223584,2.5931379962824677,1.166548480448499,6.727178787690503,0.013826027652043105,-1.141448047192739e-15,0.0004546675759773272,1.304512053934559e-15,2.0666708000034327e-05,0.06814623856835644,0.0023453269128754714,0.006311612623301821,0.9913430604637833
S1,94.46893010500905,0.6518500049628836,93.21959210807465,95.49035668779727,93.731505971177,95.14884889638088,57.2420715250599,1.0683703312630413,55.622664355754026,59.00659243255228,55.976120040836726,58.57227063004031,2.59016871266578,1.1635217008348722,6.714214487523352,0.015179214447965828,-1.7104373473131318e-15,0.00039570423479161343,-8.222589276130066e-16,6.331267757222982e-05,0.07031233200616621,0.0049617683758445795,0.9902351736217438,0.004803058002234295
S2,93.38196246349094,0.8951735739039749,91.62985052569351,94.77642190600852,92.3017977029937,94.34549043617781,67.80500251678446,1.6251993753721286,65.29402947261744,70.52087995608645,65.8451874762488,69.88692944306048,3.044474153297675,1.853282067858676,9.78913144449561,0.03348393362326535,-1.0894063429134349e-15,0.0071992568508852245,1.4988010832439613e-15,3.1668285267867267e-05,0.12381195894065994,0.01416416839082916,0.6636458641219553,0.32218996748723594
S3,93.46538813267931,0.9733787550734613,91.59268538368157,95.02510525092337,92.28193558385203,94.58809566856937,60.97005372414804,1.2867792291974633,59.023736343208405,63.13012371826329,59.435351396027585,62.60047007774362,2.919605370021209,1.737326828881711,9.266523749257267,1.0308391662577576,3.677613769070831e-16,1.0138440478343491,-5.204170427930421e-17,2.5828447452036832e-05,0.5167418701953657,0.009568578832726314,0.6092448622913269,0.38118655887594566
S4,91.89385792996146,2.729341715685958,85.4357890951589,95.6257023418888,88.28718478896032,94.64350698970648,65.31241908873818,1.4586204423805489,63.2275812469097,67.77718344046389,63.71653706117679,67.12483031419967,21.540657707364666,32.84686787166613,146.13417539443546,0.4650964174945056,-1.97758476261356e-16,0.057625747291771286,0.0018878949970780445,0.004494988088281487,5.092069216849083,0.011209001962811506,0.5994290212566834,0.3893619767805054
S5,93.01007681879801,1.344259595189249,90.30742581714112,95.13752071095044,91.28752824220516,94.53078776924235,63.481679330489115,3.050847141569318,59.23075764422353,68.8489230305769,59.942054526284075,67.58225636391022,4.251965657478537,4.2480603911962325,20.223828889893053,1.0504594065371367,-7.806255641895632e-17,0.03012501882813809,1.0114475071546807,-2.710505431213761e-18,1.3135743191522935,0.015418988803534699,0.6013154591554951,0.3832655520409701
S6,91.53173691045404,2.944625257063313,84.42002268859898,95.41747022121385,87.51211003970505,94.46219512195123,64.35475988362977,1.6465834639497063,61.99631310266591,67.22121384004538,62.50890527509926,66.46003970504822,12.858669850030699,16.038494432035126,68.73425978445827,1.0808281338627292,1.0113442994895014,0.032614861032331785,0.011060692002268797,0.0002836074872376628,4.471804429529709,0.02667801096615612,0.6091605218377764,0.3641614671960674
